device_id,device_name,room,type,power_rating,state,value,min,max
D1204,Fan_1204,Bedroom,Fan,75,ON,1,0,5
D1205,Heater_1205,Bedroom,Heater,2000,OFF,26,18,32
D1206,Fan_1206,Office,Fan,75,ON,0,0,5
D1207,Heater_1207,Kitchen,Heater,2000,ON,22,18,32
D1208,AC_1208,Office,AC,1500,OFF,24,16,30
D1209,Fan_1209,Office,Fan,75,ON,4,0,5
D1210,Light_1210,Kitchen,Light,20,OFF,1,0,1
D1211,Fan_1211,Bedroom,Fan,75,ON,4,0,5
D1212,Light_1212,Office,Light,20,OFF,1,0,1
D1213,Fan_1213,Office,Fan,75,ON,5,0,5
D1214,Heater_1214,Bedroom,Heater,2000,ON,27,18,32
D1215,Fan_1215,Bedroom,Fan,75,OFF,5,0,5
D1216,AC_1216,Office,AC,1500,ON,24,16,30
D1217,Heater_1217,Bedroom,Heater,2000,OFF,23,18,32
D1218,Heater_1218,Kitchen,Heater,2000,ON,19,18,32
D1219,AC_1219,LivingRoom,AC,1500,ON,18,16,30
D1220,AC_1220,Bedroom,AC,1500,ON,23,16,30
D1221,Light_1221,LivingRoom,Light,20,ON,1,0,1
D1222,Heater_1222,Kitchen,Heater,2000,ON,23,18,32
D1223,Light_1223,LivingRoom,Light,20,ON,0,0,1
D1224,Heater_1224,LivingRoom,Heater,2000,OFF,30,18,32
D1225,AC_1225,Kitchen,AC,1500,OFF,29,16,30
D1226,Fan_1226,LivingRoom,Fan,75,OFF,4,0,5
D1227,AC_1227,LivingRoom,AC,1500,OFF,17,16,30
D1228,Light_1228,LivingRoom,Light,20,ON,0,0,1
D1229,Heater_1229,Bedroom,Heater,2000,ON,26,18,32
D1230,Light_1230,Bedroom,Light,20,OFF,0,0,1
D1231,Fan_1231,Office,Fan,75,OFF,0,0,5
D1232,Light_1232,Bedroom,Light,20,OFF,1,0,1
D1233,Light_1233,Office,Light,20,OFF,1,0,1
D1234,Fan_1234,Kitchen,Fan,75,OFF,5,0,5
D1235,Heater_1235,Kitchen,Heater,2000,ON,27,18,32
D1236,Light_1236,Office,Light,20,OFF,1,0,1
D1237,Heater_1237,Office,Heater,2000,OFF,18,18,32
D1238,AC_1238,Kitchen,AC,1500,ON,24,16,30
D1239,Light_1239,Kitchen,Light,20,ON,1,0,1
D1240,Light_1240,Bedroom,Light,20,OFF,0,0,1
D1241,Fan_1241,Bedroom,Fan,75,ON,0,0,5
D1242,Heater_1242,Kitchen,Heater,2000,ON,20,18,32
D1243,Fan_1243,Kitchen,Fan,75,ON,1,0,5
D1244,Fan_1244,Kitchen,Fan,75,ON,4,0,5
D1245,Heater_1245,Bedroom,Heater,2000,ON,29,18,32
D1246,Fan_1246,Office,Fan,75,ON,3,0,5
D1247,AC_1247,Kitchen,AC,1500,ON,27,16,30
D1248,Heater_1248,LivingRoom,Heater,2000,ON,32,18,32
D1249,Fan_1249,Kitchen,Fan,75,OFF,3,0,5
D1250,AC_1250,Bedroom,AC,1500,ON,26,16,30
D1251,Heater_1251,LivingRoom,Heater,2000,OFF,26,18,32
D1252,AC_1252,Kitchen,AC,1500,ON,21,16,30
D1253,Light_1253,Bedroom,Light,20,ON,1,0,1
D1254,Heater_1254,LivingRoom,Heater,2000,ON,24,18,32
D1255,Fan_1255,Office,Fan,75,ON,1,0,5
D1256,Fan_1256,LivingRoom,Fan,75,OFF,4,0,5
D1257,AC_1257,Office,AC,1500,OFF,17,16,30
D1258,Heater_1258,Office,Heater,2000,ON,30,18,32
D1259,Light_1259,Office,Light,20,ON,1,0,1
D1260,Heater_1260,Bedroom,Heater,2000,ON,21,18,32
D1261,AC_1261,Kitchen,AC,1500,OFF,21,16,30
D1262,AC_1262,LivingRoom,AC,1500,OFF,22,16,30
D1263,Fan_1263,Kitchen,Fan,75,ON,2,0,5
D1264,Fan_1264,LivingRoom,Fan,75,OFF,1,0,5
D1265,Fan_1265,Office,Fan,75,ON,3,0,5
D1266,AC_1266,Bedroom,AC,1500,ON,26,16,30
D1267,Fan_1267,Bedroom,Fan,75,ON,0,0,5
D1268,AC_1268,Bedroom,AC,1500,ON,29,16,30
D1269,Fan_1269,LivingRoom,Fan,75,OFF,5,0,5
D1270,AC_1270,Kitchen,AC,1500,OFF,23,16,30
D1271,AC_1271,Kitchen,AC,1500,ON,27,16,30
D1272,Light_1272,Bedroom,Light,20,OFF,1,0,1
D1273,Light_1273,LivingRoom,Light,20,OFF,0,0,1
D1274,Fan_1274,Bedroom,Fan,75,ON,2,0,5
D1275,Light_1275,Kitchen,Light,20,ON,1,0,1
D1276,AC_1276,LivingRoom,AC,1500,OFF,26,16,30
D1277,Fan_1277,Kitchen,Fan,75,ON,0,0,5
D1278,Fan_1278,Office,Fan,75,ON,3,0,5
D1279,AC_1279,Kitchen,AC,1500,OFF,29,16,30
D1280,AC_1280,Bedroom,AC,1500,ON,24,16,30
D1281,Heater_1281,LivingRoom,Heater,2000,ON,21,18,32
D1282,Fan_1282,Kitchen,Fan,75,OFF,3,0,5
D1283,Light_1283,LivingRoom,Light,20,OFF,1,0,1
D1284,Fan_1284,Kitchen,Fan,75,ON,4,0,5
D1285,Fan_1285,LivingRoom,Fan,75,OFF,3,0,5
D1286,AC_1286,Kitchen,AC,1500,ON,18,16,30
D1287,Fan_1287,Office,Fan,75,ON,0,0,5
D1288,Heater_1288,Bedroom,Heater,2000,OFF,21,18,32
D1289,Light_1289,Office,Light,20,OFF,1,0,1
D1290,Heater_1290,Bedroom,Heater,2000,ON,28,18,32
D1291,Light_1291,Bedroom,Light,20,ON,1,0,1
D1292,Light_1292,Office,Light,20,ON,0,0,1
D1293,Fan_1293,LivingRoom,Fan,75,ON,1,0,5
D1294,Fan_1294,Bedroom,Fan,75,ON,2,0,5
D1295,Heater_1295,Office,Heater,2000,OFF,25,18,32
D1296,Fan_1296,Bedroom,Fan,75,ON,0,0,5
D1297,Light_1297,Bedroom,Light,20,ON,1,0,1
D1298,Light_1298,Bedroom,Light,20,ON,0,0,1
D1299,Fan_1299,LivingRoom,Fan,75,OFF,1,0,5
D1300,Heater_1300,Kitchen,Heater,2000,ON,31,18,32
D1301,Heater_1301,Office,Heater,2000,OFF,20,18,32
D1302,Light_1302,Bedroom,Light,20,ON,0,0,1
D1303,Heater_1303,LivingRoom,Heater,2000,OFF,24,18,32
D1304,Light_1304,Bedroom,Light,20,ON,0,0,1
D1305,Light_1305,Office,Light,20,OFF,1,0,1
D1306,Heater_1306,Bedroom,Heater,2000,OFF,24,18,32
D1307,AC_1307,Office,AC,1500,OFF,22,16,30
D1308,AC_1308,LivingRoom,AC,1500,OFF,23,16,30
D1309,AC_1309,Bedroom,AC,1500,OFF,27,16,30
D1310,AC_1310,Office,AC,1500,ON,19,16,30
D1311,Fan_1311,Office,Fan,75,OFF,2,0,5
D1312,Fan_1312,Office,Fan,75,ON,3,0,5
D1313,Fan_1313,LivingRoom,Fan,75,ON,3,0,5
D1314,Heater_1314,LivingRoom,Heater,2000,ON,20,18,32
D1315,Light_1315,Office,Light,20,OFF,1,0,1
D1316,Heater_1316,LivingRoom,Heater,2000,ON,25,18,32
D1317,Light_1317,Office,Light,20,ON,1,0,1
D1318,Fan_1318,Bedroom,Fan,75,ON,0,0,5
D1319,AC_1319,Office,AC,1500,OFF,17,16,30
D1320,Heater_1320,Bedroom,Heater,2000,OFF,26,18,32
D1321,Heater_1321,LivingRoom,Heater,2000,ON,32,18,32
D1322,Fan_1322,Bedroom,Fan,75,ON,1,0,5
D1323,Light_1323,LivingRoom,Light,20,OFF,1,0,1
D1324,Fan_1324,Office,Fan,75,OFF,5,0,5
D1325,Light_1325,LivingRoom,Light,20,ON,0,0,1
D1326,AC_1326,Kitchen,AC,1500,ON,23,16,30
D1327,Heater_1327,Office,Heater,2000,ON,27,18,32
D1328,Heater_1328,Bedroom,Heater,2000,ON,27,18,32
D1329,Heater_1329,Office,Heater,2000,OFF,25,18,32
D1330,AC_1330,LivingRoom,AC,1500,ON,30,16,30
D1331,Fan_1331,Bedroom,Fan,75,ON,1,0,5
D1332,Light_1332,LivingRoom,Light,20,OFF,0,0,1
D1333,Light_1333,LivingRoom,Light,20,OFF,1,0,1
D1334,AC_1334,LivingRoom,AC,1500,ON,22,16,30
D1335,Light_1335,Bedroom,Light,20,OFF,0,0,1
D1336,Heater_1336,Kitchen,Heater,2000,ON,19,18,32
D1337,Fan_1337,Kitchen,Fan,75,OFF,3,0,5
D1338,AC_1338,Office,AC,1500,ON,20,16,30
D1339,Heater_1339,Bedroom,Heater,2000,ON,29,18,32
D1340,Fan_1340,Kitchen,Fan,75,OFF,4,0,5
D1341,Light_1341,Bedroom,Light,20,ON,0,0,1
D1342,AC_1342,Office,AC,1500,OFF,22,16,30
D1343,Fan_1343,Kitchen,Fan,75,OFF,1,0,5
D1344,Heater_1344,Office,Heater,2000,OFF,30,18,32
D1345,Light_1345,Bedroom,Light,20,OFF,0,0,1
D1346,AC_1346,LivingRoom,AC,1500,ON,23,16,30
D1347,AC_1347,Bedroom,AC,1500,OFF,22,16,30
D1348,AC_1348,Kitchen,AC,1500,OFF,24,16,30
D1349,Light_1349,LivingRoom,Light,20,ON,1,0,1
D1350,Fan_1350,LivingRoom,Fan,75,OFF,2,0,5
D1351,Fan_1351,LivingRoom,Fan,75,ON,5,0,5
D1352,Fan_1352,Kitchen,Fan,75,OFF,5,0,5
D1353,AC_1353,Bedroom,AC,1500,ON,21,16,30
D1354,Fan_1354,Office,Fan,75,OFF,0,0,5
D1355,Light_1355,Office,Light,20,ON,1,0,1
D1356,Fan_1356,Office,Fan,75,OFF,5,0,5
D1357,AC_1357,Kitchen,AC,1500,OFF,24,16,30
D1358,AC_1358,Bedroom,AC,1500,OFF,28,16,30
D1359,Fan_1359,LivingRoom,Fan,75,ON,2,0,5
D1360,AC_1360,Kitchen,AC,1500,OFF,26,16,30
D1361,Light_1361,Office,Light,20,ON,0,0,1
D1362,Fan_1362,Kitchen,Fan,75,ON,2,0,5
D1363,Heater_1363,LivingRoom,Heater,2000,OFF,32,18,32
D1364,Light_1364,Kitchen,Light,20,OFF,1,0,1
D1365,Light_1365,Kitchen,Light,20,ON,0,0,1
D1366,Fan_1366,LivingRoom,Fan,75,ON,0,0,5
D1367,Heater_1367,LivingRoom,Heater,2000,OFF,32,18,32
D1368,Light_1368,Bedroom,Light,20,OFF,1,0,1
D1369,Fan_1369,Kitchen,Fan,75,ON,0,0,5
D1370,Light_1370,Bedroom,Light,20,ON,1,0,1
D1371,Heater_1371,LivingRoom,Heater,2000,ON,22,18,32
D1372,AC_1372,LivingRoom,AC,1500,OFF,23,16,30
D1373,AC_1373,LivingRoom,AC,1500,OFF,16,16,30
D1374,Fan_1374,Bedroom,Fan,75,OFF,1,0,5
D1375,Light_1375,Kitchen,Light,20,OFF,1,0,1
D1376,Heater_1376,LivingRoom,Heater,2000,OFF,20,18,32
D1377,Light_1377,Kitchen,Light,20,ON,0,0,1
D1378,AC_1378,Bedroom,AC,1500,OFF,24,16,30
D1379,Fan_1379,Kitchen,Fan,75,ON,5,0,5
D1380,Fan_1380,Bedroom,Fan,75,ON,0,0,5
D1381,Fan_1381,Kitchen,Fan,75,OFF,0,0,5
D1382,Light_1382,LivingRoom,Light,20,OFF,0,0,1
D1383,AC_1383,Office,AC,1500,ON,17,16,30
D1384,Heater_1384,Office,Heater,2000,ON,29,18,32
D1385,Heater_1385,Kitchen,Heater,2000,OFF,23,18,32
D1386,Light_1386,LivingRoom,Light,20,OFF,0,0,1
D1387,AC_1387,Office,AC,1500,ON,23,16,30
D1388,Fan_1388,Office,Fan,75,OFF,1,0,5
D1389,Light_1389,Bedroom,Light,20,OFF,1,0,1
D1390,Heater_1390,Bedroom,Heater,2000,OFF,30,18,32
D1391,Fan_1391,Office,Fan,75,OFF,0,0,5
D1392,AC_1392,Office,AC,1500,ON,21,16,30
D1393,Heater_1393,Office,Heater,2000,ON,22,18,32
D1394,Fan_1394,Bedroom,Fan,75,ON,3,0,5
D1395,AC_1395,Kitchen,AC,1500,ON,28,16,30
D1396,Fan_1396,Office,Fan,75,OFF,4,0,5
D1397,Heater_1397,Bedroom,Heater,2000,ON,26,18,32
D1398,Light_1398,Office,Light,20,OFF,0,0,1
D1399,Fan_1399,Bedroom,Fan,75,OFF,3,0,5
D1400,Fan_1400,Bedroom,Fan,75,ON,5,0,5
D1401,AC_1401,Office,AC,1500,ON,25,16,30
D1402,Heater_1402,Kitchen,Heater,2000,ON,31,18,32
D1403,Heater_1403,Bedroom,Heater,2000,OFF,24,18,32
D1404,AC_1404,LivingRoom,AC,1500,OFF,21,16,30
D1405,Heater_1405,LivingRoom,Heater,2000,ON,21,18,32
D1406,Light_1406,LivingRoom,Light,20,ON,0,0,1
D1407,Heater_1407,Kitchen,Heater,2000,OFF,27,18,32
D1408,Heater_1408,Bedroom,Heater,2000,ON,28,18,32
D1409,Fan_1409,Kitchen,Fan,75,OFF,3,0,5
D1410,Fan_1410,LivingRoom,Fan,75,ON,4,0,5
D1411,Heater_1411,Bedroom,Heater,2000,OFF,18,18,32
D1412,Fan_1412,LivingRoom,Fan,75,ON,5,0,5
D1413,Fan_1413,LivingRoom,Fan,75,OFF,0,0,5
D1414,Light_1414,Office,Light,20,OFF,1,0,1
D1415,Heater_1415,Office,Heater,2000,OFF,24,18,32
D1416,Light_1416,Bedroom,Light,20,OFF,0,0,1
D1417,Light_1417,Office,Light,20,OFF,1,0,1
D1418,Light_1418,Kitchen,Light,20,ON,0,0,1
D1419,AC_1419,LivingRoom,AC,1500,ON,18,16,30
D1420,Heater_1420,Office,Heater,2000,ON,19,18,32
D1421,Light_1421,Office,Light,20,OFF,1,0,1
D1422,Light_1422,Office,Light,20,OFF,1,0,1
D1423,Heater_1423,Kitchen,Heater,2000,ON,20,18,32
D1424,Heater_1424,LivingRoom,Heater,2000,OFF,31,18,32
D1425,Light_1425,Kitchen,Light,20,OFF,1,0,1
D1426,AC_1426,LivingRoom,AC,1500,OFF,27,16,30
D1427,Fan_1427,LivingRoom,Fan,75,OFF,5,0,5
D1428,AC_1428,Bedroom,AC,1500,OFF,23,16,30
D1429,AC_1429,LivingRoom,AC,1500,ON,23,16,30
D1430,AC_1430,Kitchen,AC,1500,ON,30,16,30
D1431,Fan_1431,LivingRoom,Fan,75,OFF,3,0,5
D1432,Heater_1432,Kitchen,Heater,2000,OFF,23,18,32
D1433,Fan_1433,Kitchen,Fan,75,ON,0,0,5
D1434,Fan_1434,Kitchen,Fan,75,ON,5,0,5
D1435,Heater_1435,Bedroom,Heater,2000,ON,28,18,32
D1436,Fan_1436,LivingRoom,Fan,75,OFF,3,0,5
D1437,AC_1437,Bedroom,AC,1500,ON,29,16,30
D1438,Fan_1438,Kitchen,Fan,75,ON,4,0,5
D1439,Fan_1439,Kitchen,Fan,75,OFF,0,0,5
D1440,AC_1440,Bedroom,AC,1500,ON,26,16,30
D1441,Heater_1441,Kitchen,Heater,2000,ON,22,18,32
D1442,Light_1442,Office,Light,20,ON,0,0,1
D1443,Fan_1443,LivingRoom,Fan,75,ON,4,0,5
D1444,Light_1444,Office,Light,20,OFF,1,0,1
D1445,Light_1445,Office,Light,20,ON,0,0,1
D1446,Fan_1446,LivingRoom,Fan,75,OFF,0,0,5
D1447,AC_1447,Bedroom,AC,1500,OFF,22,16,30
D1448,Heater_1448,Kitchen,Heater,2000,OFF,29,18,32
D1449,Light_1449,Office,Light,20,OFF,1,0,1
D1450,Fan_1450,Bedroom,Fan,75,OFF,0,0,5
D1451,Fan_1451,Office,Fan,75,OFF,5,0,5
D1452,Fan_1452,LivingRoom,Fan,75,ON,4,0,5
D1453,Fan_1453,Office,Fan,75,OFF,2,0,5
D1454,Fan_1454,Kitchen,Fan,75,ON,2,0,5
D1455,Heater_1455,Office,Heater,2000,ON,29,18,32
D1456,Light_1456,Kitchen,Light,20,ON,1,0,1
D1457,AC_1457,LivingRoom,AC,1500,ON,16,16,30
D1458,Heater_1458,LivingRoom,Heater,2000,ON,28,18,32
D1459,Heater_1459,Kitchen,Heater,2000,ON,29,18,32
D1460,Fan_1460,Kitchen,Fan,75,ON,0,0,5
D1461,AC_1461,LivingRoom,AC,1500,ON,25,16,30
D1462,Light_1462,LivingRoom,Light,20,ON,0,0,1
D1463,Light_1463,Office,Light,20,ON,0,0,1
D1464,Light_1464,Kitchen,Light,20,OFF,1,0,1
D1465,AC_1465,Office,AC,1500,OFF,28,16,30
D1466,Heater_1466,Kitchen,Heater,2000,OFF,20,18,32
D1467,AC_1467,Kitchen,AC,1500,ON,22,16,30
D1468,Heater_1468,Kitchen,Heater,2000,ON,22,18,32
D1469,Fan_1469,Bedroom,Fan,75,OFF,0,0,5
D1470,Heater_1470,Bedroom,Heater,2000,OFF,20,18,32
D1471,Heater_1471,LivingRoom,Heater,2000,ON,26,18,32
D1472,Heater_1472,Bedroom,Heater,2000,ON,32,18,32
D1473,Heater_1473,Kitchen,Heater,2000,ON,18,18,32
D1474,AC_1474,LivingRoom,AC,1500,OFF,28,16,30
D1475,Heater_1475,LivingRoom,Heater,2000,OFF,20,18,32
D1476,AC_1476,LivingRoom,AC,1500,OFF,20,16,30
D1477,Light_1477,Kitchen,Light,20,OFF,0,0,1
D1478,Heater_1478,Office,Heater,2000,OFF,24,18,32
D1479,AC_1479,Bedroom,AC,1500,ON,22,16,30
D1480,Heater_1480,LivingRoom,Heater,2000,OFF,23,18,32
D1481,Fan_1481,Office,Fan,75,ON,5,0,5
D1482,AC_1482,Kitchen,AC,1500,OFF,17,16,30
D1483,Heater_1483,Kitchen,Heater,2000,ON,20,18,32
D1484,AC_1484,Office,AC,1500,ON,20,16,30
D1485,Heater_1485,LivingRoom,Heater,2000,OFF,25,18,32
D1486,AC_1486,Office,AC,1500,ON,18,16,30
D1487,AC_1487,Bedroom,AC,1500,ON,27,16,30
D1488,Light_1488,Office,Light,20,OFF,0,0,1
D1489,Fan_1489,Office,Fan,75,OFF,0,0,5
D1490,AC_1490,Kitchen,AC,1500,ON,21,16,30
D1491,AC_1491,Office,AC,1500,ON,19,16,30
D1492,Heater_1492,Bedroom,Heater,2000,ON,32,18,32
D1493,AC_1493,LivingRoom,AC,1500,ON,23,16,30
D1494,AC_1494,Office,AC,1500,ON,19,16,30
D1495,Light_1495,LivingRoom,Light,20,ON,0,0,1
D1496,Fan_1496,LivingRoom,Fan,75,OFF,4,0,5
D1497,Light_1497,LivingRoom,Light,20,ON,0,0,1
D1498,Heater_1498,Bedroom,Heater,2000,ON,30,18,32
D1499,Light_1499,Office,Light,20,OFF,1,0,1
D1500,Fan_1500,LivingRoom,Fan,75,ON,2,0,5
D1501,Light_1501,LivingRoom,Light,20,ON,1,0,1
D1502,AC_1502,LivingRoom,AC,1500,OFF,18,16,30
D1503,Heater_1503,Bedroom,Heater,2000,OFF,26,18,32
D1504,Light_1504,Office,Light,20,ON,0,0,1
D1505,Light_1505,LivingRoom,Light,20,OFF,0,0,1
D1506,AC_1506,Office,AC,1500,ON,16,16,30
D1507,AC_1507,Bedroom,AC,1500,ON,27,16,30
D1508,Fan_1508,Office,Fan,75,OFF,5,0,5
D1509,Light_1509,Bedroom,Light,20,ON,1,0,1
D1510,Heater_1510,Office,Heater,2000,ON,20,18,32
D1511,AC_1511,Bedroom,AC,1500,OFF,25,16,30
D1512,AC_1512,Kitchen,AC,1500,OFF,22,16,30
D1513,AC_1513,Bedroom,AC,1500,ON,17,16,30
D1514,AC_1514,Kitchen,AC,1500,ON,23,16,30
D1515,Light_1515,Kitchen,Light,20,ON,0,0,1
D1516,AC_1516,Bedroom,AC,1500,OFF,23,16,30
D1517,Light_1517,Bedroom,Light,20,ON,0,0,1
D1518,Fan_1518,Kitchen,Fan,75,ON,3,0,5
D1519,Fan_1519,Kitchen,Fan,75,OFF,0,0,5
D1520,AC_1520,LivingRoom,AC,1500,ON,18,16,30
D1521,AC_1521,Office,AC,1500,ON,17,16,30
D1522,Light_1522,Office,Light,20,OFF,1,0,1
D1523,Light_1523,Kitchen,Light,20,ON,0,0,1
D1524,Fan_1524,Bedroom,Fan,75,ON,1,0,5
D1525,Heater_1525,Bedroom,Heater,2000,OFF,32,18,32
D1526,Light_1526,LivingRoom,Light,20,OFF,1,0,1
D1527,AC_1527,Office,AC,1500,ON,19,16,30
D1528,Heater_1528,Bedroom,Heater,2000,OFF,23,18,32
D1529,Light_1529,Office,Light,20,ON,1,0,1
D1530,Fan_1530,Bedroom,Fan,75,OFF,1,0,5
D1531,AC_1531,LivingRoom,AC,1500,OFF,18,16,30
D1532,AC_1532,Office,AC,1500,OFF,22,16,30
D1533,Light_1533,Kitchen,Light,20,ON,1,0,1
D1534,Light_1534,Bedroom,Light,20,ON,0,0,1
D1535,Heater_1535,Office,Heater,2000,ON,27,18,32
D1536,Heater_1536,Office,Heater,2000,OFF,18,18,32
D1537,Heater_1537,Bedroom,Heater,2000,ON,23,18,32
D1538,Heater_1538,Bedroom,Heater,2000,ON,32,18,32
D1539,AC_1539,Office,AC,1500,ON,16,16,30
D1540,Heater_1540,LivingRoom,Heater,2000,OFF,26,18,32
D1541,Heater_1541,Office,Heater,2000,ON,25,18,32
D1542,Heater_1542,Bedroom,Heater,2000,ON,26,18,32
D1543,AC_1543,Office,AC,1500,ON,18,16,30
D1544,Fan_1544,Kitchen,Fan,75,ON,5,0,5
D1545,AC_1545,LivingRoom,AC,1500,OFF,26,16,30
D1546,Fan_1546,Bedroom,Fan,75,OFF,4,0,5
D1547,AC_1547,Office,AC,1500,OFF,28,16,30
D1548,Light_1548,Office,Light,20,ON,1,0,1
D1549,Heater_1549,LivingRoom,Heater,2000,ON,24,18,32
D1550,Fan_1550,LivingRoom,Fan,75,OFF,3,0,5
D1551,Fan_1551,Bedroom,Fan,75,ON,4,0,5
D1552,Fan_1552,LivingRoom,Fan,75,OFF,0,0,5
D1553,AC_1553,Office,AC,1500,OFF,23,16,30
D1554,AC_1554,Kitchen,AC,1500,OFF,18,16,30
D1555,AC_1555,Bedroom,AC,1500,ON,21,16,30
D1556,Light_1556,LivingRoom,Light,20,OFF,0,0,1
D1557,Light_1557,Kitchen,Light,20,OFF,1,0,1
D1558,Heater_1558,Kitchen,Heater,2000,ON,19,18,32
D1559,Fan_1559,Kitchen,Fan,75,OFF,3,0,5
D1560,AC_1560,Office,AC,1500,OFF,23,16,30
D1561,Fan_1561,LivingRoom,Fan,75,ON,3,0,5
D1562,AC_1562,LivingRoom,AC,1500,OFF,30,16,30
D1563,Light_1563,Kitchen,Light,20,ON,0,0,1
D1564,Light_1564,Kitchen,Light,20,ON,0,0,1
D1565,Heater_1565,Bedroom,Heater,2000,ON,26,18,32
D1566,AC_1566,Kitchen,AC,1500,OFF,26,16,30
D1567,Light_1567,Office,Light,20,OFF,1,0,1
D1568,Heater_1568,LivingRoom,Heater,2000,OFF,21,18,32
D1569,AC_1569,LivingRoom,AC,1500,ON,29,16,30
D1570,Fan_1570,Office,Fan,75,OFF,5,0,5
D1571,Fan_1571,Office,Fan,75,OFF,3,0,5
D1572,Fan_1572,Bedroom,Fan,75,OFF,1,0,5
D1573,Fan_1573,Bedroom,Fan,75,OFF,2,0,5
D1574,Fan_1574,LivingRoom,Fan,75,ON,2,0,5
D1575,Fan_1575,Office,Fan,75,ON,4,0,5
D1576,Light_1576,Kitchen,Light,20,ON,0,0,1
D1577,Light_1577,Bedroom,Light,20,ON,0,0,1
D1578,AC_1578,Kitchen,AC,1500,ON,23,16,30
D1579,Fan_1579,Kitchen,Fan,75,ON,1,0,5
D1580,AC_1580,Kitchen,AC,1500,OFF,18,16,30
D1581,Fan_1581,Office,Fan,75,ON,4,0,5
D1582,Fan_1582,LivingRoom,Fan,75,ON,3,0,5
D1583,Heater_1583,Bedroom,Heater,2000,OFF,32,18,32
D1584,Fan_1584,Bedroom,Fan,75,ON,5,0,5
D1585,Fan_1585,Kitchen,Fan,75,OFF,2,0,5
D1586,Light_1586,Office,Light,20,OFF,0,0,1
D1587,Heater_1587,LivingRoom,Heater,2000,ON,28,18,32
D1588,AC_1588,Kitchen,AC,1500,ON,22,16,30
D1589,Light_1589,Office,Light,20,OFF,0,0,1
D1590,Fan_1590,LivingRoom,Fan,75,ON,4,0,5
D1591,Light_1591,Kitchen,Light,20,ON,0,0,1
D1592,AC_1592,Office,AC,1500,ON,24,16,30
D1593,Heater_1593,Bedroom,Heater,2000,OFF,23,18,32
D1594,AC_1594,Kitchen,AC,1500,OFF,18,16,30
D1595,Heater_1595,Kitchen,Heater,2000,OFF,23,18,32
D1596,AC_1596,Kitchen,AC,1500,OFF,21,16,30
D1597,Fan_1597,Office,Fan,75,ON,1,0,5
D1598,Heater_1598,Office,Heater,2000,OFF,22,18,32
D1599,Light_1599,Office,Light,20,OFF,0,0,1
D1600,AC_1600,Bedroom,AC,1500,ON,20,16,30
D1601,Heater_1601,Kitchen,Heater,2000,ON,32,18,32
D1602,Heater_1602,LivingRoom,Heater,2000,ON,24,18,32
D1603,Fan_1603,Office,Fan,75,ON,4,0,5
D1604,Heater_1604,Bedroom,Heater,2000,ON,20,18,32
D1605,Heater_1605,Kitchen,Heater,2000,OFF,18,18,32
D1606,Fan_1606,Kitchen,Fan,75,OFF,4,0,5
D1607,Heater_1607,Bedroom,Heater,2000,ON,30,18,32
D1608,AC_1608,Bedroom,AC,1500,OFF,20,16,30
D1609,Heater_1609,LivingRoom,Heater,2000,OFF,24,18,32
D1610,Light_1610,Office,Light,20,ON,0,0,1
D1611,AC_1611,Kitchen,AC,1500,OFF,17,16,30
D1612,Fan_1612,Office,Fan,75,OFF,2,0,5
D1613,Heater_1613,LivingRoom,Heater,2000,OFF,26,18,32
D1614,AC_1614,Kitchen,AC,1500,ON,25,16,30
D1615,AC_1615,Bedroom,AC,1500,OFF,23,16,30
D1616,Light_1616,Kitchen,Light,20,ON,0,0,1
D1617,Fan_1617,Kitchen,Fan,75,OFF,5,0,5
D1618,Fan_1618,LivingRoom,Fan,75,OFF,2,0,5
D1619,AC_1619,Bedroom,AC,1500,ON,28,16,30
D1620,AC_1620,Bedroom,AC,1500,OFF,29,16,30
D1621,Fan_1621,Kitchen,Fan,75,OFF,5,0,5
D1622,Fan_1622,LivingRoom,Fan,75,OFF,1,0,5
D1623,AC_1623,Bedroom,AC,1500,OFF,21,16,30
D1624,Heater_1624,Office,Heater,2000,OFF,32,18,32
D1625,Light_1625,LivingRoom,Light,20,ON,0,0,1
D1626,Light_1626,Bedroom,Light,20,ON,1,0,1
D1627,Heater_1627,LivingRoom,Heater,2000,ON,31,18,32
D1628,Light_1628,LivingRoom,Light,20,OFF,1,0,1
D1629,Fan_1629,Kitchen,Fan,75,ON,3,0,5
D1630,Fan_1630,Bedroom,Fan,75,OFF,0,0,5
D1631,AC_1631,Bedroom,AC,1500,ON,29,16,30
D1632,Light_1632,Bedroom,Light,20,OFF,0,0,1
D1633,Light_1633,Bedroom,Light,20,ON,1,0,1
D1634,AC_1634,LivingRoom,AC,1500,ON,28,16,30
D1635,Heater_1635,Office,Heater,2000,ON,21,18,32
D1636,AC_1636,LivingRoom,AC,1500,ON,23,16,30
D1637,AC_1637,Kitchen,AC,1500,ON,17,16,30
D1638,Fan_1638,LivingRoom,Fan,75,ON,0,0,5
D1639,Light_1639,Bedroom,Light,20,ON,1,0,1
D1640,AC_1640,LivingRoom,AC,1500,ON,29,16,30
D1641,Fan_1641,Kitchen,Fan,75,OFF,1,0,5
D1642,Light_1642,LivingRoom,Light,20,ON,0,0,1
D1643,Light_1643,Bedroom,Light,20,OFF,0,0,1
D1644,AC_1644,LivingRoom,AC,1500,ON,30,16,30
D1645,Heater_1645,Kitchen,Heater,2000,ON,25,18,32
D1646,AC_1646,Bedroom,AC,1500,OFF,22,16,30
